,Oil_Price,Cocoa_Price,Gold_Price,Date
3071,109.2,2953.86,1288.13,2014-05-30
3072,109.2,2953.86,1288.13,2014-05-31
3073,111.97,3090.1,1280.18,2014-06-01
3074,111.97,3090.1,1280.18,2014-06-02
3075,111.97,3090.1,1280.18,2014-06-03
3076,111.97,3090.1,1280.18,2014-06-04
3077,111.97,3090.1,1280.18,2014-06-05
3078,111.97,3090.1,1280.18,2014-06-06
3079,111.97,3090.1,1280.18,2014-06-07
3080,111.97,3090.1,1280.18,2014-06-08
3081,111.97,3090.1,1280.18,2014-06-09
3082,111.97,3090.1,1280.18,2014-06-10
3083,111.97,3090.1,1280.18,2014-06-11
3084,111.97,3090.1,1280.18,2014-06-12
3085,111.97,3090.1,1280.18,2014-06-13
3086,111.97,3090.1,1280.18,2014-06-14
3087,111.97,3090.1,1280.18,2014-06-15
3088,111.97,3090.1,1280.18,2014-06-16
3089,111.97,3090.1,1280.18,2014-06-17
3090,111.97,3090.1,1280.18,2014-06-18
3091,111.97,3090.1,1280.18,2014-06-19
3092,111.97,3090.1,1280.18,2014-06-20
3093,111.97,3090.1,1280.18,2014-06-21
3094,111.97,3090.1,1280.18,2014-06-22
3095,111.97,3090.1,1280.18,2014-06-23
3096,111.97,3090.1,1280.18,2014-06-24
3097,111.97,3090.1,1280.18,2014-06-25
3098,111.97,3090.1,1280.18,2014-06-26
3099,111.97,3090.1,1280.18,2014-06-27
3100,111.97,3090.1,1280.18,2014-06-28
3101,111.97,3090.1,1280.18,2014-06-29
3102,111.97,3090.1,1280.18,2014-06-30
3103,108.21,3124.0,1311.62,2014-07-01
3104,108.21,3124.0,1311.62,2014-07-02
3105,108.21,3124.0,1311.62,2014-07-03
3106,108.21,3124.0,1311.62,2014-07-04
3107,108.21,3124.0,1311.62,2014-07-05
3108,108.21,3124.0,1311.62,2014-07-06
3109,108.21,3124.0,1311.62,2014-07-07
3110,108.21,3124.0,1311.62,2014-07-08
3111,108.21,3124.0,1311.62,2014-07-09
3112,108.21,3124.0,1311.62,2014-07-10
3113,108.21,3124.0,1311.62,2014-07-11
3114,108.21,3124.0,1311.62,2014-07-12
3115,108.21,3124.0,1311.62,2014-07-13
3116,108.21,3124.0,1311.62,2014-07-14
3117,108.21,3124.0,1311.62,2014-07-15
3118,108.21,3124.0,1311.62,2014-07-16
3119,108.21,3124.0,1311.62,2014-07-17
3120,108.21,3124.0,1311.62,2014-07-18
3121,108.21,3124.0,1311.62,2014-07-19
3122,108.21,3124.0,1311.62,2014-07-20
3123,108.21,3124.0,1311.62,2014-07-21
3124,108.21,3124.0,1311.62,2014-07-22
3125,108.21,3124.0,1311.62,2014-07-23
3126,108.21,3124.0,1311.62,2014-07-24
3127,108.21,3124.0,1311.62,2014-07-25
3128,108.21,3124.0,1311.62,2014-07-26
3129,108.21,3124.0,1311.62,2014-07-27
3130,108.21,3124.0,1311.62,2014-07-28
3131,108.21,3124.0,1311.62,2014-07-29
3132,108.21,3124.0,1311.62,2014-07-30
3133,108.21,3124.0,1311.62,2014-07-31
3134,103.48,3225.19,1295.54,2014-08-01
3135,103.48,3225.19,1295.54,2014-08-02
3136,103.48,3225.19,1295.54,2014-08-03
3137,103.48,3225.19,1295.54,2014-08-04
3138,103.48,3225.19,1295.54,2014-08-05
3139,103.48,3225.19,1295.54,2014-08-06
3140,103.48,3225.19,1295.54,2014-08-07
3141,103.48,3225.19,1295.54,2014-08-08
3142,103.48,3225.19,1295.54,2014-08-09
3143,103.48,3225.19,1295.54,2014-08-10
3144,103.48,3225.19,1295.54,2014-08-11
3145,103.48,3225.19,1295.54,2014-08-12
3146,103.48,3225.19,1295.54,2014-08-13
3147,103.48,3225.19,1295.54,2014-08-14
3148,103.48,3225.19,1295.54,2014-08-15
3149,103.48,3225.19,1295.54,2014-08-16
3150,103.48,3225.19,1295.54,2014-08-17
3151,103.48,3225.19,1295.54,2014-08-18
3152,103.48,3225.19,1295.54,2014-08-19
3153,103.48,3225.19,1295.54,2014-08-20
3154,103.48,3225.19,1295.54,2014-08-21
3155,103.48,3225.19,1295.54,2014-08-22
3156,103.48,3225.19,1295.54,2014-08-23
3157,103.48,3225.19,1295.54,2014-08-24
3158,103.48,3225.19,1295.54,2014-08-25
3159,103.48,3225.19,1295.54,2014-08-26
3160,103.48,3225.19,1295.54,2014-08-27
3161,103.48,3225.19,1295.54,2014-08-28
3162,103.48,3225.19,1295.54,2014-08-29
3163,103.48,3225.19,1295.54,2014-08-30
3164,103.48,3225.19,1295.54,2014-08-31
3165,98.56,3182.0,1237.68,2014-09-01
3166,98.56,3182.0,1237.68,2014-09-02
3167,98.56,3182.0,1237.68,2014-09-03
3168,98.56,3182.0,1237.68,2014-09-04
3169,98.56,3182.0,1237.68,2014-09-05
3170,98.56,3182.0,1237.68,2014-09-06
3171,98.56,3182.0,1237.68,2014-09-07
3172,98.56,3182.0,1237.68,2014-09-08
3173,98.56,3182.0,1237.68,2014-09-09
3174,98.56,3182.0,1237.68,2014-09-10
3175,98.56,3182.0,1237.68,2014-09-11
3176,98.56,3182.0,1237.68,2014-09-12
3177,98.56,3182.0,1237.68,2014-09-13
3178,98.56,3182.0,1237.68,2014-09-14
3179,98.56,3182.0,1237.68,2014-09-15
3180,98.56,3182.0,1237.68,2014-09-16
3181,98.56,3182.0,1237.68,2014-09-17
3182,98.56,3182.0,1237.68,2014-09-18
3183,98.56,3182.0,1237.68,2014-09-19
3184,98.56,3182.0,1237.68,2014-09-20
3185,98.56,3182.0,1237.68,2014-09-21
3186,98.56,3182.0,1237.68,2014-09-22
3187,98.56,3182.0,1237.68,2014-09-23
3188,98.56,3182.0,1237.68,2014-09-24
3189,98.56,3182.0,1237.68,2014-09-25
3190,98.56,3182.0,1237.68,2014-09-26
3191,98.56,3182.0,1237.68,2014-09-27
3192,98.56,3182.0,1237.68,2014-09-28
3193,98.56,3182.0,1237.68,2014-09-29
3194,98.56,3182.0,1237.68,2014-09-30
3195,88.07,3057.78,1226.74,2014-10-01
3196,88.07,3057.78,1226.74,2014-10-02
3197,88.07,3057.78,1226.74,2014-10-03
3198,88.07,3057.78,1226.74,2014-10-04
3199,88.07,3057.78,1226.74,2014-10-05
3200,88.07,3057.78,1226.74,2014-10-06
3201,88.07,3057.78,1226.74,2014-10-07
3202,88.07,3057.78,1226.74,2014-10-08
3203,88.07,3057.78,1226.74,2014-10-09
3204,88.07,3057.78,1226.74,2014-10-10
3205,88.07,3057.78,1226.74,2014-10-11
3206,88.07,3057.78,1226.74,2014-10-12
3207,88.07,3057.78,1226.74,2014-10-13
3208,88.07,3057.78,1226.74,2014-10-14
3209,88.07,3057.78,1226.74,2014-10-15
3210,88.07,3057.78,1226.74,2014-10-16
3211,88.07,3057.78,1226.74,2014-10-17
3212,88.07,3057.78,1226.74,2014-10-18
3213,88.07,3057.78,1226.74,2014-10-19
3214,88.07,3057.78,1226.74,2014-10-20
3215,88.07,3057.78,1226.74,2014-10-21
3216,88.07,3057.78,1226.74,2014-10-22
3217,88.07,3057.78,1226.74,2014-10-23
3218,88.07,3057.78,1226.74,2014-10-24
3219,88.07,3057.78,1226.74,2014-10-25
3220,88.07,3057.78,1226.74,2014-10-26
3221,88.07,3057.78,1226.74,2014-10-27
3222,88.07,3057.78,1226.74,2014-10-28
3223,88.07,3057.78,1226.74,2014-10-29
3224,88.07,3057.78,1226.74,2014-10-30
3225,88.07,3057.78,1226.74,2014-10-31
3226,79.48,2852.65,1176.69,2014-11-01
3227,79.48,2852.65,1176.69,2014-11-02
3228,79.48,2852.65,1176.69,2014-11-03
3229,79.48,2852.65,1176.69,2014-11-04
3230,79.48,2852.65,1176.69,2014-11-05
3231,79.48,2852.65,1176.69,2014-11-06
3232,79.48,2852.65,1176.69,2014-11-07
3233,79.48,2852.65,1176.69,2014-11-08
3234,79.48,2852.65,1176.69,2014-11-09
3235,79.48,2852.65,1176.69,2014-11-10
3236,79.48,2852.65,1176.69,2014-11-11
3237,79.48,2852.65,1176.69,2014-11-12
3238,79.48,2852.65,1176.69,2014-11-13
3239,79.48,2852.65,1176.69,2014-11-14
3240,79.48,2852.65,1176.69,2014-11-15
3241,79.48,2852.65,1176.69,2014-11-16
3242,79.48,2852.65,1176.69,2014-11-17
3243,79.48,2852.65,1176.69,2014-11-18
3244,79.48,2852.65,1176.69,2014-11-19
3245,79.48,2852.65,1176.69,2014-11-20
3246,79.48,2852.65,1176.69,2014-11-21
3247,79.48,2852.65,1176.69,2014-11-22
3248,79.48,2852.65,1176.69,2014-11-23
3249,79.48,2852.65,1176.69,2014-11-24
3250,79.48,2852.65,1176.69,2014-11-25
3251,79.48,2852.65,1176.69,2014-11-26
3252,79.48,2852.65,1176.69,2014-11-27
3253,79.48,2852.65,1176.69,2014-11-28
3254,79.48,2852.65,1176.69,2014-11-29
3255,79.48,2852.65,1176.69,2014-11-30
3256,62.36,2919.09,1200.68,2014-12-01
3257,62.36,2919.09,1200.68,2014-12-02
3258,62.36,2919.09,1200.68,2014-12-03
3259,62.36,2919.09,1200.68,2014-12-04
3260,62.36,2919.09,1200.68,2014-12-05
3261,62.36,2919.09,1200.68,2014-12-06
3262,62.36,2919.09,1200.68,2014-12-07
3263,62.36,2919.09,1200.68,2014-12-08
3264,62.36,2919.09,1200.68,2014-12-09
3265,62.36,2919.09,1200.68,2014-12-10
3266,62.36,2919.09,1200.68,2014-12-11
3267,62.36,2919.09,1200.68,2014-12-12
3268,62.36,2919.09,1200.68,2014-12-13
3269,62.36,2919.09,1200.68,2014-12-14
3270,62.36,2919.09,1200.68,2014-12-15
3271,62.36,2919.09,1200.68,2014-12-16
3272,62.36,2919.09,1200.68,2014-12-17
3273,62.36,2919.09,1200.68,2014-12-18
3274,62.36,2919.09,1200.68,2014-12-19
3275,62.36,2919.09,1200.68,2014-12-20
3276,62.36,2919.09,1200.68,2014-12-21
3277,62.36,2919.09,1200.68,2014-12-22
3278,62.36,2919.09,1200.68,2014-12-23
3279,62.36,2919.09,1200.68,2014-12-24
3280,62.36,2919.09,1200.68,2014-12-25
3281,62.36,2919.09,1200.68,2014-12-26
3282,62.36,2919.09,1200.68,2014-12-27
3283,62.36,2919.09,1200.68,2014-12-28
3284,62.36,2919.09,1200.68,2014-12-29
3285,62.36,2919.09,1200.68,2014-12-30
3286,62.36,2919.09,1200.68,2014-12-31
3287,49.77,2871.15,1249.89,2015-01-01
3288,49.77,2871.15,1249.89,2015-01-02
3289,49.77,2871.15,1249.89,2015-01-03
3290,49.77,2871.15,1249.89,2015-01-04
3291,49.77,2871.15,1249.89,2015-01-05
3292,49.77,2871.15,1249.89,2015-01-06
3293,49.77,2871.15,1249.89,2015-01-07
3294,49.77,2871.15,1249.89,2015-01-08
3295,49.77,2871.15,1249.89,2015-01-09
3296,49.77,2871.15,1249.89,2015-01-10
3297,49.77,2871.15,1249.89,2015-01-11
3298,49.77,2871.15,1249.89,2015-01-12
3299,49.77,2871.15,1249.89,2015-01-13
3300,49.77,2871.15,1249.89,2015-01-14
3301,49.77,2871.15,1249.89,2015-01-15
3302,49.77,2871.15,1249.89,2015-01-16
3303,49.77,2871.15,1249.89,2015-01-17
3304,49.77,2871.15,1249.89,2015-01-18
3305,49.77,2871.15,1249.89,2015-01-19
3306,49.77,2871.15,1249.89,2015-01-20
3307,49.77,2871.15,1249.89,2015-01-21
3308,49.77,2871.15,1249.89,2015-01-22
3309,49.77,2871.15,1249.89,2015-01-23
3310,49.77,2871.15,1249.89,2015-01-24
3311,49.77,2871.15,1249.89,2015-01-25
3312,49.77,2871.15,1249.89,2015-01-26
3313,49.77,2871.15,1249.89,2015-01-27
3314,49.77,2871.15,1249.89,2015-01-28
3315,49.77,2871.15,1249.89,2015-01-29
3316,49.77,2871.15,1249.89,2015-01-30
3317,49.77,2871.15,1249.89,2015-01-31
3318,58.7,2894.0,1228.58,2015-02-01
3319,58.7,2894.0,1228.58,2015-02-02
3320,58.7,2894.0,1228.58,2015-02-03
3321,58.7,2894.0,1228.58,2015-02-04
3322,58.7,2894.0,1228.58,2015-02-05
3323,58.7,2894.0,1228.58,2015-02-06
3324,58.7,2894.0,1228.58,2015-02-07
3325,58.7,2894.0,1228.58,2015-02-08
3326,58.7,2894.0,1228.58,2015-02-09
3327,58.7,2894.0,1228.58,2015-02-10
3328,58.7,2894.0,1228.58,2015-02-11
3329,58.7,2894.0,1228.58,2015-02-12
3330,58.7,2894.0,1228.58,2015-02-13
3331,58.7,2894.0,1228.58,2015-02-14
3332,58.7,2894.0,1228.58,2015-02-15
3333,58.7,2894.0,1228.58,2015-02-16
3334,58.7,2894.0,1228.58,2015-02-17
3335,58.7,2894.0,1228.58,2015-02-18
3336,58.7,2894.0,1228.58,2015-02-19
3337,58.7,2894.0,1228.58,2015-02-20
3338,58.7,2894.0,1228.58,2015-02-21
3339,58.7,2894.0,1228.58,2015-02-22
3340,58.7,2894.0,1228.58,2015-02-23
3341,58.7,2894.0,1228.58,2015-02-24
3342,58.7,2894.0,1228.58,2015-02-25
3343,58.7,2894.0,1228.58,2015-02-26
3344,58.7,2894.0,1228.58,2015-02-27
3345,58.7,2894.0,1228.58,2015-02-28
3346,57.01,2796.86,1181.22,2015-03-01
3347,57.01,2796.86,1181.22,2015-03-02
3348,57.01,2796.86,1181.22,2015-03-03
3349,57.01,2796.86,1181.22,2015-03-04
3350,57.01,2796.86,1181.22,2015-03-05
3351,57.01,2796.86,1181.22,2015-03-06
3352,57.01,2796.86,1181.22,2015-03-07
3353,57.01,2796.86,1181.22,2015-03-08
3354,57.01,2796.86,1181.22,2015-03-09
3355,57.01,2796.86,1181.22,2015-03-10
3356,57.01,2796.86,1181.22,2015-03-11
3357,57.01,2796.86,1181.22,2015-03-12
3358,57.01,2796.86,1181.22,2015-03-13
3359,57.01,2796.86,1181.22,2015-03-14
3360,57.01,2796.86,1181.22,2015-03-15
3361,57.01,2796.86,1181.22,2015-03-16
3362,57.01,2796.86,1181.22,2015-03-17
3363,57.01,2796.86,1181.22,2015-03-18
3364,57.01,2796.86,1181.22,2015-03-19
3365,57.01,2796.86,1181.22,2015-03-20
3366,57.01,2796.86,1181.22,2015-03-21
3367,57.01,2796.86,1181.22,2015-03-22
3368,57.01,2796.86,1181.22,2015-03-23
3369,57.01,2796.86,1181.22,2015-03-24
3370,57.01,2796.86,1181.22,2015-03-25
3371,57.01,2796.86,1181.22,2015-03-26
3372,57.01,2796.86,1181.22,2015-03-27
3373,57.01,2796.86,1181.22,2015-03-28
3374,57.01,2796.86,1181.22,2015-03-29
3375,57.01,2796.86,1181.22,2015-03-30
3376,57.01,2796.86,1181.22,2015-03-31
3377,60.9,2830.05,1194.68,2015-04-01
3378,60.9,2830.05,1194.68,2015-04-02
3379,60.9,2830.05,1194.68,2015-04-03
3380,60.9,2830.05,1194.68,2015-04-04
3381,60.9,2830.05,1194.68,2015-04-05
3382,60.9,2830.05,1194.68,2015-04-06
3383,60.9,2830.05,1194.68,2015-04-07
3384,60.9,2830.05,1194.68,2015-04-08
3385,60.9,2830.05,1194.68,2015-04-09
3386,60.9,2830.05,1194.68,2015-04-10
3387,60.9,2830.05,1194.68,2015-04-11
3388,60.9,2830.05,1194.68,2015-04-12
3389,60.9,2830.05,1194.68,2015-04-13
3390,60.9,2830.05,1194.68,2015-04-14
3391,60.9,2830.05,1194.68,2015-04-15
3392,60.9,2830.05,1194.68,2015-04-16
3393,60.9,2830.05,1194.68,2015-04-17
3394,60.9,2830.05,1194.68,2015-04-18
3395,60.9,2830.05,1194.68,2015-04-19
3396,60.9,2830.05,1194.68,2015-04-20
3397,60.9,2830.05,1194.68,2015-04-21
3398,60.9,2830.05,1194.68,2015-04-22
3399,60.9,2830.05,1194.68,2015-04-23
3400,60.9,2830.05,1194.68,2015-04-24
3401,60.9,2830.05,1194.68,2015-04-25
3402,60.9,2830.05,1194.68,2015-04-26
3403,60.9,2830.05,1194.68,2015-04-27
3404,60.9,2830.05,1194.68,2015-04-28
3405,60.9,2830.05,1194.68,2015-04-29
3406,60.9,2830.05,1194.68,2015-04-30
3407,65.62,3056.05,1202.31,2015-05-01
3408,65.62,3056.05,1202.31,2015-05-02
3409,65.62,3056.05,1202.31,2015-05-03
3410,65.62,3056.05,1202.31,2015-05-04
3411,65.62,3056.05,1202.31,2015-05-05
3412,65.62,3056.05,1202.31,2015-05-06
3413,65.62,3056.05,1202.31,2015-05-07
3414,65.62,3056.05,1202.31,2015-05-08
3415,65.62,3056.05,1202.31,2015-05-09
3416,65.62,3056.05,1202.31,2015-05-10
3417,65.62,3056.05,1202.31,2015-05-11
3418,65.62,3056.05,1202.31,2015-05-12
3419,65.62,3056.05,1202.31,2015-05-13
3420,65.62,3056.05,1202.31,2015-05-14
3421,65.62,3056.05,1202.31,2015-05-15
3422,65.62,3056.05,1202.31,2015-05-16
3423,65.62,3056.05,1202.31,2015-05-17
3424,65.62,3056.05,1202.31,2015-05-18
3425,65.62,3056.05,1202.31,2015-05-19
3426,65.62,3056.05,1202.31,2015-05-20
3427,65.62,3056.05,1202.31,2015-05-21
3428,65.62,3056.05,1202.31,2015-05-22
3429,65.62,3056.05,1202.31,2015-05-23
3430,65.62,3056.05,1202.31,2015-05-24
3431,65.62,3056.05,1202.31,2015-05-25
3432,65.62,3056.05,1202.31,2015-05-26
3433,65.62,3056.05,1202.31,2015-05-27
3434,65.62,3056.05,1202.31,2015-05-28
3435,65.62,3056.05,1202.31,2015-05-29
3436,65.62,3056.05,1202.31,2015-05-30
3437,65.62,3056.05,1202.31,2015-05-31
3438,63.75,3193.68,1182.9,2015-06-01
3439,63.75,3193.68,1182.9,2015-06-02
3440,63.75,3193.68,1182.9,2015-06-03
3441,63.75,3193.68,1182.9,2015-06-04
3442,63.75,3193.68,1182.9,2015-06-05
3443,63.75,3193.68,1182.9,2015-06-06
3444,63.75,3193.68,1182.9,2015-06-07
3445,63.75,3193.68,1182.9,2015-06-08
3446,63.75,3193.68,1182.9,2015-06-09
3447,63.75,3193.68,1182.9,2015-06-10
3448,63.75,3193.68,1182.9,2015-06-11
3449,63.75,3193.68,1182.9,2015-06-12
3450,63.75,3193.68,1182.9,2015-06-13
3451,63.75,3193.68,1182.9,2015-06-14
3452,63.75,3193.68,1182.9,2015-06-15
3453,63.75,3193.68,1182.9,2015-06-16
3454,63.75,3193.68,1182.9,2015-06-17
3455,63.75,3193.68,1182.9,2015-06-18
3456,63.75,3193.68,1182.9,2015-06-19
3457,63.75,3193.68,1182.9,2015-06-20
3458,63.75,3193.68,1182.9,2015-06-21
3459,63.75,3193.68,1182.9,2015-06-22
3460,63.75,3193.68,1182.9,2015-06-23
3461,63.75,3193.68,1182.9,2015-06-24
3462,63.75,3193.68,1182.9,2015-06-25
3463,63.75,3193.68,1182.9,2015-06-26
3464,63.75,3193.68,1182.9,2015-06-27
3465,63.75,3193.68,1182.9,2015-06-28
3466,63.75,3193.68,1182.9,2015-06-29
3467,63.75,3193.68,1182.9,2015-06-30
3468,56.75,3276.78,1130.52,2015-07-01
3469,56.75,3276.78,1130.52,2015-07-02
3470,56.75,3276.78,1130.52,2015-07-03
3471,56.75,3276.78,1130.52,2015-07-04
3472,56.75,3276.78,1130.52,2015-07-05
3473,56.75,3276.78,1130.52,2015-07-06
3474,56.75,3276.78,1130.52,2015-07-07
3475,56.75,3276.78,1130.52,2015-07-08
3476,56.75,3276.78,1130.52,2015-07-09
3477,56.75,3276.78,1130.52,2015-07-10
3478,56.75,3276.78,1130.52,2015-07-11
3479,56.75,3276.78,1130.52,2015-07-12
3480,56.75,3276.78,1130.52,2015-07-13
3481,56.75,3276.78,1130.52,2015-07-14
3482,56.75,3276.78,1130.52,2015-07-15
3483,56.75,3276.78,1130.52,2015-07-16
3484,56.75,3276.78,1130.52,2015-07-17
3485,56.75,3276.78,1130.52,2015-07-18
3486,56.75,3276.78,1130.52,2015-07-19
3487,56.75,3276.78,1130.52,2015-07-20
3488,56.75,3276.78,1130.52,2015-07-21
3489,56.75,3276.78,1130.52,2015-07-22
3490,56.75,3276.78,1130.52,2015-07-23
3491,56.75,3276.78,1130.52,2015-07-24
3492,56.75,3276.78,1130.52,2015-07-25
3493,56.75,3276.78,1130.52,2015-07-26
3494,56.75,3276.78,1130.52,2015-07-27
3495,56.75,3276.78,1130.52,2015-07-28
3496,56.75,3276.78,1130.52,2015-07-29
3497,56.75,3276.78,1130.52,2015-07-30
3498,56.75,3276.78,1130.52,2015-07-31
3499,48.18,3093.71,1118.05,2015-08-01
3500,48.18,3093.71,1118.05,2015-08-02
3501,48.18,3093.71,1118.05,2015-08-03
3502,48.18,3093.71,1118.05,2015-08-04
3503,48.18,3093.71,1118.05,2015-08-05
3504,48.18,3093.71,1118.05,2015-08-06
3505,48.18,3093.71,1118.05,2015-08-07
3506,48.18,3093.71,1118.05,2015-08-08
3507,48.18,3093.71,1118.05,2015-08-09
3508,48.18,3093.71,1118.05,2015-08-10
3509,48.18,3093.71,1118.05,2015-08-11
3510,48.18,3093.71,1118.05,2015-08-12
3511,48.18,3093.71,1118.05,2015-08-13
3512,48.18,3093.71,1118.05,2015-08-14
3513,48.18,3093.71,1118.05,2015-08-15
3514,48.18,3093.71,1118.05,2015-08-16
3515,48.18,3093.71,1118.05,2015-08-17
3516,48.18,3093.71,1118.05,2015-08-18
3517,48.18,3093.71,1118.05,2015-08-19
3518,48.18,3093.71,1118.05,2015-08-20
3519,48.18,3093.71,1118.05,2015-08-21
3520,48.18,3093.71,1118.05,2015-08-22
3521,48.18,3093.71,1118.05,2015-08-23
3522,48.18,3093.71,1118.05,2015-08-24
3523,48.18,3093.71,1118.05,2015-08-25
3524,48.18,3093.71,1118.05,2015-08-26
3525,48.18,3093.71,1118.05,2015-08-27
3526,48.18,3093.71,1118.05,2015-08-28
3527,48.18,3093.71,1118.05,2015-08-29
3528,48.18,3093.71,1118.05,2015-08-30
3529,48.18,3093.71,1118.05,2015-08-31
3530,48.57,3235.32,1124.67,2015-09-01
3531,48.57,3235.32,1124.67,2015-09-02
3532,48.57,3235.32,1124.67,2015-09-03
3533,48.57,3235.32,1124.67,2015-09-04
3534,48.57,3235.32,1124.67,2015-09-05
3535,48.57,3235.32,1124.67,2015-09-06
3536,48.57,3235.32,1124.67,2015-09-07
3537,48.57,3235.32,1124.67,2015-09-08
3538,48.57,3235.32,1124.67,2015-09-09
3539,48.57,3235.32,1124.67,2015-09-10
3540,48.57,3235.32,1124.67,2015-09-11
3541,48.57,3235.32,1124.67,2015-09-12
3542,48.57,3235.32,1124.67,2015-09-13
3543,48.57,3235.32,1124.67,2015-09-14
3544,48.57,3235.32,1124.67,2015-09-15
3545,48.57,3235.32,1124.67,2015-09-16
3546,48.57,3235.32,1124.67,2015-09-17
3547,48.57,3235.32,1124.67,2015-09-18
3548,48.57,3235.32,1124.67,2015-09-19
3549,48.57,3235.32,1124.67,2015-09-20
3550,48.57,3235.32,1124.67,2015-09-21
3551,48.57,3235.32,1124.67,2015-09-22
3552,48.57,3235.32,1124.67,2015-09-23
3553,48.57,3235.32,1124.67,2015-09-24
3554,48.57,3235.32,1124.67,2015-09-25
3555,48.57,3235.32,1124.67,2015-09-26
3556,48.57,3235.32,1124.67,2015-09-27
3557,48.57,3235.32,1124.67,2015-09-28
3558,48.57,3235.32,1124.67,2015-09-29
3559,48.57,3235.32,1124.67,2015-09-30
3560,49.12,3134.73,1157.76,2015-10-01
3561,49.12,3134.73,1157.76,2015-10-02
3562,49.12,3134.73,1157.76,2015-10-03
3563,49.12,3134.73,1157.76,2015-10-04
3564,49.12,3134.73,1157.76,2015-10-05
3565,49.12,3134.73,1157.76,2015-10-06
3566,49.12,3134.73,1157.76,2015-10-07
3567,49.12,3134.73,1157.76,2015-10-08
3568,49.12,3134.73,1157.76,2015-10-09
3569,49.12,3134.73,1157.76,2015-10-10
3570,49.12,3134.73,1157.76,2015-10-11
3571,49.12,3134.73,1157.76,2015-10-12
3572,49.12,3134.73,1157.76,2015-10-13
3573,49.12,3134.73,1157.76,2015-10-14
3574,49.12,3134.73,1157.76,2015-10-15
3575,49.12,3134.73,1157.76,2015-10-16
3576,49.12,3134.73,1157.76,2015-10-17
3577,49.12,3134.73,1157.76,2015-10-18
3578,49.12,3134.73,1157.76,2015-10-19
3579,49.12,3134.73,1157.76,2015-10-20
3580,49.12,3134.73,1157.76,2015-10-21
3581,49.12,3134.73,1157.76,2015-10-22
3582,49.12,3134.73,1157.76,2015-10-23
3583,49.12,3134.73,1157.76,2015-10-24
3584,49.12,3134.73,1157.76,2015-10-25
3585,49.12,3134.73,1157.76,2015-10-26
3586,49.12,3134.73,1157.76,2015-10-27
3587,49.12,3134.73,1157.76,2015-10-28
3588,49.12,3134.73,1157.76,2015-10-29
3589,49.12,3134.73,1157.76,2015-10-30
3590,49.12,3134.73,1157.76,2015-10-31
3591,45.72,3313.81,1087.12,2015-11-01
3592,45.72,3313.81,1087.12,2015-11-02
3593,45.72,3313.81,1087.12,2015-11-03
3594,45.72,3313.81,1087.12,2015-11-04
3595,45.72,3313.81,1087.12,2015-11-05
3596,45.72,3313.81,1087.12,2015-11-06
3597,45.72,3313.81,1087.12,2015-11-07
3598,45.72,3313.81,1087.12,2015-11-08
3599,45.72,3313.81,1087.12,2015-11-09
3600,45.72,3313.81,1087.12,2015-11-10
3601,45.72,3313.81,1087.12,2015-11-11
3602,45.72,3313.81,1087.12,2015-11-12
3603,45.72,3313.81,1087.12,2015-11-13
3604,45.72,3313.81,1087.12,2015-11-14
3605,45.72,3313.81,1087.12,2015-11-15
3606,45.72,3313.81,1087.12,2015-11-16
3607,45.72,3313.81,1087.12,2015-11-17
3608,45.72,3313.81,1087.12,2015-11-18
3609,45.72,3313.81,1087.12,2015-11-19
3610,45.72,3313.81,1087.12,2015-11-20
3611,45.72,3313.81,1087.12,2015-11-21
3612,45.72,3313.81,1087.12,2015-11-22
3613,45.72,3313.81,1087.12,2015-11-23
3614,45.72,3313.81,1087.12,2015-11-24
3615,45.72,3313.81,1087.12,2015-11-25
3616,45.72,3313.81,1087.12,2015-11-26
3617,45.72,3313.81,1087.12,2015-11-27
3618,45.72,3313.81,1087.12,2015-11-28
3619,45.72,3313.81,1087.12,2015-11-29
3620,45.72,3313.81,1087.12,2015-11-30
3621,38.92,3300.76,1069.4,2015-12-01
3622,38.92,3300.76,1069.4,2015-12-02
3623,38.92,3300.76,1069.4,2015-12-03
3624,38.92,3300.76,1069.4,2015-12-04
3625,38.92,3300.76,1069.4,2015-12-05
3626,38.92,3300.76,1069.4,2015-12-06
3627,38.92,3300.76,1069.4,2015-12-07
3628,38.92,3300.76,1069.4,2015-12-08
3629,38.92,3300.76,1069.4,2015-12-09
3630,38.92,3300.76,1069.4,2015-12-10
3631,38.92,3300.76,1069.4,2015-12-11
3632,38.92,3300.76,1069.4,2015-12-12
3633,38.92,3300.76,1069.4,2015-12-13
3634,38.92,3300.76,1069.4,2015-12-14
3635,38.92,3300.76,1069.4,2015-12-15
3636,38.92,3300.76,1069.4,2015-12-16
3637,38.92,3300.76,1069.4,2015-12-17
3638,38.92,3300.76,1069.4,2015-12-18
3639,38.92,3300.76,1069.4,2015-12-19
3640,38.92,3300.76,1069.4,2015-12-20
3641,38.92,3300.76,1069.4,2015-12-21
3642,38.92,3300.76,1069.4,2015-12-22
3643,38.92,3300.76,1069.4,2015-12-23
3644,38.92,3300.76,1069.4,2015-12-24
3645,38.92,3300.76,1069.4,2015-12-25
3646,38.92,3300.76,1069.4,2015-12-26
3647,38.92,3300.76,1069.4,2015-12-27
3648,38.92,3300.76,1069.4,2015-12-28
3649,38.92,3300.76,1069.4,2015-12-29
3650,38.92,3300.76,1069.4,2015-12-30
3651,38.92,3300.76,1069.4,2015-12-31
3652,31.93,2895.0,1098.12,2016-01-01
